uni_code,uni_name,aliases,uni_prov,city,level,kind,nature,source,fetched_at
8745.0,杭州科技职业技术学院,,zhejiang,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8581.0,杭州职业技术大学,,zhejiang,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8113.0,河北轨道运输职业技术学院,,hebei,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
7704.0,河北化工医药职业技术学院,,hebei,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8112.0,河北交通职业技术学院,,hebei,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
7008.0,河北科技工程职业技术大学,,hebei,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
9424.0,河北正定师范高等专科学校,,hebei,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
6317.0,河南医学高等专科学校,,henan,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
1598.0,鹤壁职业技术学院,,henan,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8381.0,黑龙江农垦职业学院,,heilongjiang,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8379.0,黑龙江农业工程职业学院,,heilongjiang,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8841.0,湖北职业技术学院,,hubei,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
9783.0,江汉艺术职业学院,,hubei,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
7123.0,江苏城市职业学院,,jiangsu,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8513.0,江苏电子信息职业学院,,jiangsu,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8509.0,江苏工程职业技术学院,,jiangsu,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
9488.0,江苏经贸职业技术学院,,jiangsu,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
9774.0,江西航空职业技术学院,,jiangxi,,民办/独立学院,,民办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8706.0,江西机电职业技术学院,,jiangxi,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
4325.0,江西医学高等专科学校,,jiangxi,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8710.0,江西应用技术职业学院,,jiangxi,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
7342.0,抚州医药学院,,jiangxi,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
9375.0,黎明职业大学,,fujian,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
7125.0,连云港师范学院,,jiangsu,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8507.0,连云港职业技术学院,,jiangsu,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
7077.0,辽宁民族师范高等专科学校,,liaoning,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
1974.0,辽宁生态工程职业学院,,liaoning,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
9441.0,临汾职业技术学院,,shanxi,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
9766.0,闽西职业技术学院,,fujian,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
2040.0,南昌健康职业技术学院,,jiangxi,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8510.0,南京机电职业技术学院,,jiangsu,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
9750.0,南京铁道职业技术学院,,jiangsu,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8231.0,盘锦职业技术学院,,liaoning,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
7629.0,齐鲁医药学院,,shandong,,民办/独立学院,,民办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
7282.0,曲靖健康医学院,,yunnan,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
2200.0,三门峡职业技术学院,,henan,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8925.0,三亚护理职业学院,,hainan,,民办/独立学院,,民办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8416.0,山东商务职业学院,,shandong,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
6205.0,商丘工学院,,henan,,民办/独立学院,,民办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
2319.0,商丘职业技术学院,,henan,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8455.0,上海邦德职业技术学院,,shanghai,,民办/独立学院,,民办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8457.0,上海东海职业技术学院,,shanghai,,民办/独立学院,,民办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8458.0,上海工商外国语职业学院,,shanghai,,民办/独立学院,,民办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8453.0,上海工商职业技术学院,,shanghai,,民办/独立学院,,民办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8447.0,上海交通职业技术学院,,shanghai,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
7117.0,上海旅游高等专科学校,,shanghai,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
7431.0,上海南湖职业技术学院,,shanghai,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8450.0,上海农林职业技术学院,,shanghai,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8880.0,上海浦东职业技术学院,,shanghai,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
7608.0,上海杉达学院,,shanghai,,民办/独立学院,,民办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8464.0,上海现代化工职业学院,,shanghai,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8442.0,上海行健职业学院,,shanghai,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
9832.0,上海震旦职业学院,,shanghai,,民办/独立学院,,民办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
7403.0,石家庄幼儿师范高等专科学校,,hebei,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
9753.0,苏州健雄职业技术学院,,jiangsu,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8311.0,苏州卫生职业技术学院,,jiangsu,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8746.0,台州科技职业学院,,zhejiang,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
2502.0,太原幼儿师范高等专科学校,,shanxi,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
7727.0,唐山幼儿师范高等专科学校,,hebei,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8755.0,威海职业学院,,shandong,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
6640.0,温州商学院,,zhejiang,,民办/独立学院,,民办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
9788.0,武汉民政职业学院,,hubei,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
9251.0,西安城市建设职业学院,,shaanxi,,民办/独立学院,,民办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8826.0,西藏职业技术学院,,xizang,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8412.0,厦门城市职业学院,,fujian,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8724.0,襄阳科技职业学院,,hubei,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8840.0,襄阳职业技术学院,,hubei,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
2768.0,信阳航空职业学院,,henan,,民办/独立学院,,民办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
6288.0,信阳职业技术学院,,henan,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8371.0,伊春职业学院,,heilongjiang,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8725.0,宜昌科技职业学院,,hubei,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
2816.0,宜春职业技术学院,,jiangxi,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8582.0,义乌工商职业技术学院,,zhejiang,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
9163.0,云南财经职业学院,,yunnan,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
9821.0,云南林业职业技术学院,,yunnan,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
9223.0,云南能源职业技术学院,,yunnan,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8695.0,枣庄职业学院,,shandong,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
3260.0,张家口学院,,hebei,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
9371.0,漳州职业技术学院,,fujian,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8564.0,浙江安防职业技术学院,,zhejiang,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
9491.0,浙江纺织服装职业技术学院,,zhejiang,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8592.0,浙江工业职业技术学院,,zhejiang,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8369.0,浙江国际海运职业技术学院,,zhejiang,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8591.0,浙江机电职业技术大学,,zhejiang,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8593.0,浙江建设职业技术学院,,zhejiang,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8602.0,浙江经贸职业技术学院,,zhejiang,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
2900.0,浙江警官职业学院,,zhejiang,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8598.0,浙江商业职业技术学院,,zhejiang,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
8561.0,浙江邮电职业技术学院,,zhejiang,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
7122.0,镇江市高等专科学校,,jiangsu,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
6538.0,郑州卫生健康职业学院,,henan,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
6231.0,郑州幼儿师范高等专科学校,,henan,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
3001.0,淄博师范高等专科学校,,shandong,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
7142.0,安徽第二医学院,,anhui,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
9301.0,安徽财贸职业学院,,anhui,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
9335.0,安徽艺术职业学院,,anhui,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
7143.0,安徽中医药高等专科学校,,anhui,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
7140.0,合肥幼儿师范高等专科学校,,anhui,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
9365.0,马鞍山师范高等专科学校,,anhui,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
7145.0,桐城师范高等专科学校,,anhui,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
9378.0,芜湖航空职业学院,,anhui,,民办/独立学院,,民办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
1380.0,北京林业大学,,beijing,,211,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
1275.0,华东理工大学,,shanghai,,211,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
1410.0,华东师范大学,,shanghai,,985,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
1415.0,华中师范大学,,hubei,,211,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
1855.0,南京师范大学,,jiangsu,,211,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
4100.0,安徽师范大学,,anhui,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
2815.0,安徽医科大学,,anhui,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
4135.0,安徽中医药大学,,anhui,,普通本科,,公办,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/anhui/school-admission.csv,2026-09-20T07:29:41+00:00
