分数,位次,省份,年份,科类
366,68354,天津,2025,综合
365,68442,天津,2025,综合
364,68537,天津,2025,综合
363,68631,天津,2025,综合
362,68712,天津,2025,综合
361,68794,天津,2025,综合
360,68882,天津,2025,综合
359,68978,天津,2025,综合
358,69060,天津,2025,综合
357,69137,天津,2025,综合
356,69220,天津,2025,综合
355,69297,天津,2025,综合
354,69360,天津,2025,综合
353,69442,天津,2025,综合
352,69518,天津,2025,综合
351,69591,天津,2025,综合
350,69649,天津,2025,综合
349,69711,天津,2025,综合
348,69777,天津,2025,综合
347,69850,天津,2025,综合
346,69913,天津,2025,综合
345,69972,天津,2025,综合
344,70031,天津,2025,综合
343,70086,天津,2025,综合
342,70136,天津,2025,综合
341,70186,天津,2025,综合
340,70243,天津,2025,综合
339,70290,天津,2025,综合
338,70344,天津,2025,综合
337,70400,天津,2025,综合
336,70463,天津,2025,综合
335,70514,天津,2025,综合
334,70564,天津,2025,综合
333,70606,天津,2025,综合
332,70658,天津,2025,综合
331,70700,天津,2025,综合
330,70746,天津,2025,综合
329,70801,天津,2025,综合
328,70845,天津,2025,综合
327,70893,天津,2025,综合
326,70951,天津,2025,综合
325,70997,天津,2025,综合
324,71036,天津,2025,综合
323,71080,天津,2025,综合
322,71115,天津,2025,综合
321,71166,天津,2025,综合
320,71204,天津,2025,综合
319,71254,天津,2025,综合
318,71291,天津,2025,综合
317,71332,天津,2025,综合
316,71372,天津,2025,综合
315,71402,天津,2025,综合
314,71436,天津,2025,综合
313,71476,天津,2025,综合
312,71516,天津,2025,综合
311,71550,天津,2025,综合
310,71595,天津,2025,综合
309,71634,天津,2025,综合
308,71664,天津,2025,综合
307,71700,天津,2025,综合
306,71734,天津,2025,综合
305,71769,天津,2025,综合
304,71805,天津,2025,综合
303,71839,天津,2025,综合
302,71870,天津,2025,综合
301,71903,天津,2025,综合
300,71938,天津,2025,综合
