分数,位次,省份,年份,科类
449,112582,福建,2025,物理类
448,113439,福建,2025,物理类
447,114226,福建,2025,物理类
446,115031,福建,2025,物理类
445,115833,福建,2025,物理类
444,116681,福建,2025,物理类
443,117511,福建,2025,物理类
442,118298,福建,2025,物理类
441,119155,福建,2025,物理类
440,119965,福建,2025,物理类
439,120746,福建,2025,物理类
438,121526,福建,2025,物理类
437,122336,福建,2025,物理类
436,123136,福建,2025,物理类
435,123919,福建,2025,物理类
434,124699,福建,2025,物理类
433,125484,福建,2025,物理类
432,126281,福建,2025,物理类
431,127014,福建,2025,物理类
430,127804,福建,2025,物理类
429,128602,福建,2025,物理类
428,129373,福建,2025,物理类
427,130113,福建,2025,物理类
426,130836,福建,2025,物理类
425,131543,福建,2025,物理类
424,132293,福建,2025,物理类
423,133015,福建,2025,物理类
422,133731,福建,2025,物理类
421,134474,福建,2025,物理类
420,135201,福建,2025,物理类
419,135848,福建,2025,物理类
418,136525,福建,2025,物理类
417,137243,福建,2025,物理类
416,137918,福建,2025,物理类
415,138543,福建,2025,物理类
414,139272,福建,2025,物理类
413,139937,福建,2025,物理类
412,140607,福建,2025,物理类
411,141212,福建,2025,物理类
410,141895,福建,2025,物理类
409,142501,福建,2025,物理类
408,143163,福建,2025,物理类
407,143732,福建,2025,物理类
406,144375,福建,2025,物理类
405,145000,福建,2025,物理类
404,145588,福建,2025,物理类
403,146212,福建,2025,物理类
402,146824,福建,2025,物理类
401,147435,福建,2025,物理类
400,148073,福建,2025,物理类
399,148649,福建,2025,物理类
398,149252,福建,2025,物理类
397,149825,福建,2025,物理类
396,150432,福建,2025,物理类
395,151003,福建,2025,物理类
394,151594,福建,2025,物理类
393,152153,福建,2025,物理类
392,152707,福建,2025,物理类
391,153255,福建,2025,物理类
390,153824,福建,2025,物理类
389,154324,福建,2025,物理类
388,154841,福建,2025,物理类
387,155374,福建,2025,物理类
386,155896,福建,2025,物理类
385,156417,福建,2025,物理类
384,156961,福建,2025,物理类
383,157457,福建,2025,物理类
382,157943,福建,2025,物理类
381,158449,福建,2025,物理类
380,158961,福建,2025,物理类
379,159482,福建,2025,物理类
378,159950,福建,2025,物理类
377,160456,福建,2025,物理类
376,160965,福建,2025,物理类
375,161470,福建,2025,物理类
374,161946,福建,2025,物理类
373,162400,福建,2025,物理类
372,162875,福建,2025,物理类
371,163357,福建,2025,物理类
370,163813,福建,2025,物理类
369,164267,福建,2025,物理类
368,164748,福建,2025,物理类
367,165166,福建,2025,物理类
