分数,位次,省份,年份,科类
616,882,新疆,2025,物理类
615,914,新疆,2025,物理类
614,940,新疆,2025,物理类
613,970,新疆,2025,物理类
612,1003,新疆,2025,物理类
611,1029,新疆,2025,物理类
610,1051,新疆,2025,物理类
609,1080,新疆,2025,物理类
608,1110,新疆,2025,物理类
607,1143,新疆,2025,物理类
606,1180,新疆,2025,物理类
605,1215,新疆,2025,物理类
604,1252,新疆,2025,物理类
603,1283,新疆,2025,物理类
602,1318,新疆,2025,物理类
601,1356,新疆,2025,物理类
600,1391,新疆,2025,物理类
599,1426,新疆,2025,物理类
598,1463,新疆,2025,物理类
597,1503,新疆,2025,物理类
596,1541,新疆,2025,物理类
595,1581,新疆,2025,物理类
594,1628,新疆,2025,物理类
593,1673,新疆,2025,物理类
592,1714,新疆,2025,物理类
591,1761,新疆,2025,物理类
590,1801,新疆,2025,物理类
589,1846,新疆,2025,物理类
588,1890,新疆,2025,物理类
587,1931,新疆,2025,物理类
586,1985,新疆,2025,物理类
585,2035,新疆,2025,物理类
584,2085,新疆,2025,物理类
583,2136,新疆,2025,物理类
582,2179,新疆,2025,物理类
581,2229,新疆,2025,物理类
580,2276,新疆,2025,物理类
579,2327,新疆,2025,物理类
578,2378,新疆,2025,物理类
577,2429,新疆,2025,物理类
576,2468,新疆,2025,物理类
575,2523,新疆,2025,物理类
574,2586,新疆,2025,物理类
573,2641,新疆,2025,物理类
572,2693,新疆,2025,物理类
571,2749,新疆,2025,物理类
570,2809,新疆,2025,物理类
569,2866,新疆,2025,物理类
568,2918,新疆,2025,物理类
567,2980,新疆,2025,物理类
566,3030,新疆,2025,物理类
565,3088,新疆,2025,物理类
564,3132,新疆,2025,物理类
563,3188,新疆,2025,物理类
562,3243,新疆,2025,物理类
561,3306,新疆,2025,物理类
560,3371,新疆,2025,物理类
559,3436,新疆,2025,物理类
558,3496,新疆,2025,物理类
557,3559,新疆,2025,物理类
556,3621,新疆,2025,物理类
555,3682,新疆,2025,物理类
554,3747,新疆,2025,物理类
553,3813,新疆,2025,物理类
552,3884,新疆,2025,物理类
551,3949,新疆,2025,物理类
550,4021,新疆,2025,物理类
549,4084,新疆,2025,物理类
548,4151,新疆,2025,物理类
547,4225,新疆,2025,物理类
546,4297,新疆,2025,物理类
545,4364,新疆,2025,物理类
544,4437,新疆,2025,物理类
543,4511,新疆,2025,物理类
542,4591,新疆,2025,物理类
541,4671,新疆,2025,物理类
540,4753,新疆,2025,物理类
539,4824,新疆,2025,物理类
538,4907,新疆,2025,物理类
537,4989,新疆,2025,物理类
536,5072,新疆,2025,物理类
535,5152,新疆,2025,物理类
534,5234,新疆,2025,物理类
533,5316,新疆,2025,物理类
532,5407,新疆,2025,物理类
531,5485,新疆,2025,物理类
530,5569,新疆,2025,物理类
529,5648,新疆,2025,物理类
528,5736,新疆,2025,物理类
527,5816,新疆,2025,物理类
526,5896,新疆,2025,物理类
525,5971,新疆,2025,物理类
524,6065,新疆,2025,物理类
523,6164,新疆,2025,物理类
522,6247,新疆,2025,物理类
521,6340,新疆,2025,物理类
520,6421,新疆,2025,物理类
519,6499,新疆,2025,物理类
518,6595,新疆,2025,物理类
517,6687,新疆,2025,物理类
516,6783,新疆,2025,物理类
515,6864,新疆,2025,物理类
514,6942,新疆,2025,物理类
513,7027,新疆,2025,物理类
512,7114,新疆,2025,物理类
511,7223,新疆,2025,物理类
510,7323,新疆,2025,物理类
509,7408,新疆,2025,物理类
508,7524,新疆,2025,物理类
507,7609,新疆,2025,物理类
506,7694,新疆,2025,物理类
505,7798,新疆,2025,物理类
504,7898,新疆,2025,物理类
503,7995,新疆,2025,物理类
502,8074,新疆,2025,物理类
501,8180,新疆,2025,物理类
500,8287,新疆,2025,物理类
499,8397,新疆,2025,物理类
498,8513,新疆,2025,物理类
497,8616,新疆,2025,物理类
496,8710,新疆,2025,物理类
495,8810,新疆,2025,物理类
494,8923,新疆,2025,物理类
493,9045,新疆,2025,物理类
492,9141,新疆,2025,物理类
491,9259,新疆,2025,物理类
490,9366,新疆,2025,物理类
489,9481,新疆,2025,物理类
488,9599,新疆,2025,物理类
487,9718,新疆,2025,物理类
486,9819,新疆,2025,物理类
485,9922,新疆,2025,物理类
484,10034,新疆,2025,物理类
483,10150,新疆,2025,物理类
482,10265,新疆,2025,物理类
481,10385,新疆,2025,物理类
480,10499,新疆,2025,物理类
479,10623,新疆,2025,物理类
478,10738,新疆,2025,物理类
477,10845,新疆,2025,物理类
476,10972,新疆,2025,物理类
475,11122,新疆,2025,物理类
474,11250,新疆,2025,物理类
473,11362,新疆,2025,物理类
472,11469,新疆,2025,物理类
471,11589,新疆,2025,物理类
470,11700,新疆,2025,物理类
469,11827,新疆,2025,物理类
468,11956,新疆,2025,物理类
467,12080,新疆,2025,物理类
466,12210,新疆,2025,物理类
465,12337,新疆,2025,物理类
464,12457,新疆,2025,物理类
463,12572,新疆,2025,物理类
462,12702,新疆,2025,物理类
461,12828,新疆,2025,物理类
460,12951,新疆,2025,物理类
459,13077,新疆,2025,物理类
458,13207,新疆,2025,物理类
457,13341,新疆,2025,物理类
456,13471,新疆,2025,物理类
455,13599,新疆,2025,物理类
454,13734,新疆,2025,物理类
453,13863,新疆,2025,物理类
452,13998,新疆,2025,物理类
451,14125,新疆,2025,物理类
450,14260,新疆,2025,物理类
449,14401,新疆,2025,物理类
448,14541,新疆,2025,物理类
447,14683,新疆,2025,物理类
446,14815,新疆,2025,物理类
445,14955,新疆,2025,物理类
444,15087,新疆,2025,物理类
443,15218,新疆,2025,物理类
442,15348,新疆,2025,物理类
441,15479,新疆,2025,物理类
440,15611,新疆,2025,物理类
439,15749,新疆,2025,物理类
438,15888,新疆,2025,物理类
437,16036,新疆,2025,物理类
436,16186,新疆,2025,物理类
435,16338,新疆,2025,物理类
434,16488,新疆,2025,物理类
433,16640,新疆,2025,物理类
432,16792,新疆,2025,物理类
431,16921,新疆,2025,物理类
430,17051,新疆,2025,物理类
429,17182,新疆,2025,物理类
428,17313,新疆,2025,物理类
427,17443,新疆,2025,物理类
426,17566,新疆,2025,物理类
425,17690,新疆,2025,物理类
424,17804,新疆,2025,物理类
423,17919,新疆,2025,物理类
422,18039,新疆,2025,物理类
421,18209,新疆,2025,物理类
420,18404,新疆,2025,物理类
419,18632,新疆,2025,物理类
418,18848,新疆,2025,物理类
417,19028,新疆,2025,物理类
416,19188,新疆,2025,物理类
415,19350,新疆,2025,物理类
414,19513,新疆,2025,物理类
413,19717,新疆,2025,物理类
412,19897,新疆,2025,物理类
411,20067,新疆,2025,物理类
410,20232,新疆,2025,物理类
409,20388,新疆,2025,物理类
408,20543,新疆,2025,物理类
407,20699,新疆,2025,物理类
406,20852,新疆,2025,物理类
405,21009,新疆,2025,物理类
404,21171,新疆,2025,物理类
403,21334,新疆,2025,物理类
402,21498,新疆,2025,物理类
401,21659,新疆,2025,物理类
400,21829,新疆,2025,物理类
399,21999,新疆,2025,物理类
398,22171,新疆,2025,物理类
397,22344,新疆,2025,物理类
396,22540,新疆,2025,物理类
395,22724,新疆,2025,物理类
394,22875,新疆,2025,物理类
393,23049,新疆,2025,物理类
392,23225,新疆,2025,物理类
391,23405,新疆,2025,物理类
390,23585,新疆,2025,物理类
389,23755,新疆,2025,物理类
388,23930,新疆,2025,物理类
387,24109,新疆,2025,物理类
386,24291,新疆,2025,物理类
385,24465,新疆,2025,物理类
384,24636,新疆,2025,物理类
383,24806,新疆,2025,物理类
382,24967,新疆,2025,物理类
381,25135,新疆,2025,物理类
380,25328,新疆,2025,物理类
379,25536,新疆,2025,物理类
378,25745,新疆,2025,物理类
377,25942,新疆,2025,物理类
376,26142,新疆,2025,物理类
375,26324,新疆,2025,物理类
374,26508,新疆,2025,物理类
373,26691,新疆,2025,物理类
372,26873,新疆,2025,物理类
371,27053,新疆,2025,物理类
370,27234,新疆,2025,物理类
