分数,位次,省份,年份,科类
301,125490,安徽,2025,历史类
300,125754,安徽,2025,历史类
299,126006,安徽,2025,历史类
298,126243,安徽,2025,历史类
297,126471,安徽,2025,历史类
296,126739,安徽,2025,历史类
295,126970,安徽,2025,历史类
294,127204,安徽,2025,历史类
293,127452,安徽,2025,历史类
292,127669,安徽,2025,历史类
291,127893,安徽,2025,历史类
290,128100,安徽,2025,历史类
289,128319,安徽,2025,历史类
288,128551,安徽,2025,历史类
287,128764,安徽,2025,历史类
286,128971,安徽,2025,历史类
285,129181,安徽,2025,历史类
284,129344,安徽,2025,历史类
283,129549,安徽,2025,历史类
282,129755,安徽,2025,历史类
281,129931,安徽,2025,历史类
280,130127,安徽,2025,历史类
279,130342,安徽,2025,历史类
278,130530,安徽,2025,历史类
277,130723,安徽,2025,历史类
276,130880,安徽,2025,历史类
275,131079,安徽,2025,历史类
274,131289,安徽,2025,历史类
273,131480,安徽,2025,历史类
272,131648,安徽,2025,历史类
271,131834,安徽,2025,历史类
270,132065,安徽,2025,历史类
269,132233,安徽,2025,历史类
268,132408,安徽,2025,历史类
267,132568,安徽,2025,历史类
266,132733,安徽,2025,历史类
265,132902,安徽,2025,历史类
264,133059,安徽,2025,历史类
263,133232,安徽,2025,历史类
262,133411,安徽,2025,历史类
261,133595,安徽,2025,历史类
260,133770,安徽,2025,历史类
259,133934,安徽,2025,历史类
258,134090,安徽,2025,历史类
257,134248,安徽,2025,历史类
256,134416,安徽,2025,历史类
255,134581,安徽,2025,历史类
254,134754,安徽,2025,历史类
253,134920,安徽,2025,历史类
252,135055,安徽,2025,历史类
251,135196,安徽,2025,历史类
250,135341,安徽,2025,历史类
249,135510,安徽,2025,历史类
248,135675,安徽,2025,历史类
247,135831,安徽,2025,历史类
246,135971,安徽,2025,历史类
245,136099,安徽,2025,历史类
244,136259,安徽,2025,历史类
243,136423,安徽,2025,历史类
242,136572,安徽,2025,历史类
241,136716,安徽,2025,历史类
240,136860,安徽,2025,历史类
